source,source_id,page,line,image_path,ground_truth_text
Covarrubias - Tesoro lengua transcription,source2,8,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_020.png,"Episcopal, gran Presidente del Real Consejo de Castilla, por cuyas pisadas han caminado todos"
Covarrubias - Tesoro lengua transcription,source2,8,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_021.png,"los que han deseado mucho cumplir con las obligaciones de aquel oficio, de cuyas obras no ten-"
Covarrubias - Tesoro lengua transcription,source2,8,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_022.png,"go para que hablar, pues son tan conocidas, y celebradas en el mundo. De lo que puedo ser testigo"
Covarrubias - Tesoro lengua transcription,source2,8,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_023.png,"de vista, es que en este Colegio mayor de Oviedo esta la joya que mas estimo en la vida, que es su"
Covarrubias - Tesoro lengua transcription,source2,8,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_024.png,"librería, con que ser de las mas copiosas que ay en España, y de todo genero de facultades, no ay"
Covarrubias - Tesoro lengua transcription,source2,8,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_025.png,"libro ninguno en ella que no este todo glossado de su mano, cosa que como admira a todos, puede"
Covarrubias - Tesoro lengua transcription,source2,8,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_026.png,"enseñar a los de nuestro siglo a ser estudiantes como lo han de ser, pues en el golfo de los negocios, y gobierno del mundo, jamas se descuydo de passar, y estudiar sus libros. El otro deudo nuestro,"
Covarrubias - Tesoro lengua transcription,source2,8,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_027.png,"y tio de v. m. fue el señor don Antonio de Covarruvias, hermano suyo, primero del Consejo Real"
Covarrubias - Tesoro lengua transcription,source2,8,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_028.png,"de Castilla, y despues Canonigo, y Maestrescuela de la Santa Iglesia de Toledo, donde murio con"
Covarrubias - Tesoro lengua transcription,source2,8,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_029.png,universal sentimiento de todos los hombres doctos: porque aunque no se aplicó a escribir como su
Covarrubias - Tesoro lengua transcription,source2,8,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_030.png,"hermano, fue opinion muy cierta de todos que lo pudiera hazer tambien como el. Fue el oraculo"
Covarrubias - Tesoro lengua transcription,source2,8,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_031.png,"de todos los hombres doctos de todas las facultades, a los quales aunque avia perdido totalmente"
Covarrubias - Tesoro lengua transcription,source2,8,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_032.png,"el sentido del oido, hablava a cada uno en la suya cosas tan exquisitas, que ninguno se apartava"
Covarrubias - Tesoro lengua transcription,source2,8,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_033.png,"del, sin grandissima admiracion: pero particularmente los que professavan letras humanas, le te-"
Covarrubias - Tesoro lengua transcription,source2,8,34,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_034.png,"nian por milagro en ellas, por el grande conocimiento, y nunca visto en hombre Español de la"
Covarrubias - Tesoro lengua transcription,source2,8,35,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_035.png,"lengua Griega, y Latina, y admirable gracia, y don en la facultad Poetica. Estos ilustres varones"
Covarrubias - Tesoro lengua transcription,source2,8,36,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_036.png,"salieron deste Colegio, de donde avia salido aquel varon nunca acabado de alabar, el Doctor"
Covarrubias - Tesoro lengua transcription,source2,8,37,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_037.png,"Martin Azpilcueta Navarro, nobilissimo en sangre, santissimo en costumbres, y admirable en"
Covarrubias - Tesoro lengua transcription,source2,8,38,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_038.png,"erudicion, cuyas obras han merecido la mayor aprobacion que las de ningun hombre de nuestro"
Covarrubias - Tesoro lengua transcription,source2,8,39,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_039.png,"siglo. Las pisadas destos tales tres varones impressas en este Colegio, mueven mucho a los que en"
Covarrubias - Tesoro lengua transcription,source2,8,40,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_040.png,"el estamos a la imitacion dellos, y a toda España a reconocer la deuda grande, que a esta santa casa"
Covarrubias - Tesoro lengua transcription,source2,8,41,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_041.png,"tiene, por averselos criado, y dado, sin otros infinitos que en su tanto la han honrado mucho."
Covarrubias - Tesoro lengua transcription,source2,8,42,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_042.png,"Prendas son estas señor, para que yo estime tal deudo, quando v. m. por su persona no me diera"
Covarrubias - Tesoro lengua transcription,source2,8,43,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_043.png,"tantas, y tan grandes causas de estima: pero desta materia no es sujeto capaz una carta, y assi vengo"
Covarrubias - Tesoro lengua transcription,source2,8,44,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_044.png,"a la obra de v. m. la qual creo que emprendio v. m. con zelo grande de la utilidad, y honra de España, aviendo v. m. embiado como Precursor della el ingeniosissimo libro de los Emblemas, que ha"
Covarrubias - Tesoro lengua transcription,source2,8,45,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_045.png,"dado bien a entender el ingenio, y erudicion de v. m. y esta obra de las Etymologias ha de dar no-"
Covarrubias - Tesoro lengua transcription,source2,8,46,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_046.png,"ticia a los estrangeros del lenguaje Español, y de su propiedad, y elegancia, que es muy gran honor"
Covarrubias - Tesoro lengua transcription,source2,8,47,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_047.png,"de la nacion Española: pero lo que es mas de estimar, y demas rara utilidad, es que dara v. m."
Covarrubias - Tesoro lengua transcription,source2,8,48,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_048.png,"con el noticia a los Españoles de su propio lenguage, porque es impossible que se tenga"
Covarrubias - Tesoro lengua transcription,source2,8,49,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_049.png,cumplida de ninguno sin el conocimiento de las Etymologias: y como la mayor parte del
Covarrubias - Tesoro lengua transcription,source2,8,50,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_050.png,"Conocimiento de las cosas depende del de los vocablos, el que ayuda a esta, ayuda mucho a todas"
Covarrubias - Tesoro lengua transcription,source2,8,51,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/8_line_051.png,"las ciencias: y assi los grandes Filosofos antiguos trabajaron mucho en esta parte, como fue Platon"
Covarrubias - Tesoro lengua transcription,source2,9,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_001.png,"en su Dialogo Cratilo, que oy en dia leemos, a cuya imitacion los Latinos trataron esta facultad,"
Covarrubias - Tesoro lengua transcription,source2,9,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_002.png,"aunque con mayores ayudas que los Griegos, por tener mas conocidos los manantiales de su lengua-"
Covarrubias - Tesoro lengua transcription,source2,9,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_003.png,"ge, el qual casi todo es Griego, aunque Marco Vatron en los libros qu eescrivio en lengua Latina"
Covarrubias - Tesoro lengua transcription,source2,9,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_004.png,"a Ciceron, quiso huir el cuerpo desto, pretendiendo hazer creer que la lengua Latina tenia voca-"
Covarrubias - Tesoro lengua transcription,source2,9,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_005.png,"blos propios, no tomados de otra, y esto pretendiendo autorizar su lenguaje, siendo cosa cierta, que"
Covarrubias - Tesoro lengua transcription,source2,9,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_006.png,"el lo sabia mejor que otro ninguno, pues era el mas docto hombre de todos los mortales que no te-"
Covarrubias - Tesoro lengua transcription,source2,9,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_007.png,"nia la lengua Latina vocablo ninguno propio suyo: y echasele de ver que quiso engañar, pues en al-"
Covarrubias - Tesoro lengua transcription,source2,9,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_008.png,"gunas Etymologias que quiso deduzir de los vocablos que el fingio ser originariamente Latinos, no"
Covarrubias - Tesoro lengua transcription,source2,9,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_009.png,"pudo encubrir el engaño, como quando dixo que Pater se deduzia del verbo Patrare, que no igno-"
Covarrubias - Tesoro lengua transcription,source2,9,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_010.png,"rava el que Pater es vocablo puramente Griego, del qual se derivava el verbo Patrare, y todos los"
Covarrubias - Tesoro lengua transcription,source2,9,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_011.png,demás que tienen esse origen. Y aunque en su tiempo no pudo engañar a los hombres que sabian tan-
Covarrubias - Tesoro lengua transcription,source2,9,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_012.png,"to del lenguaje Latino, engaño en los venideros a muchos: y assi el bienaventurado San Isidoro, que"
Covarrubias - Tesoro lengua transcription,source2,9,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_013.png,"en sus Etymologias mezclo muchos de los vocablos Latinos, dio ocasión a al irrisiori de los no tan"
Covarrubias - Tesoro lengua transcription,source2,9,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_014.png,"pios, y a que su grande autoridad se enflaqueciesse por esse camino, acerca de los Criticos rigurosos"
Covarrubias - Tesoro lengua transcription,source2,9,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_015.png,de nuestros tiempos dexo a parte las ridiculas Etymologias de los Gramaticos ignorantes de la len-
Covarrubias - Tesoro lengua transcription,source2,9,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_016.png,"gua Griega, que no sirven de otra cosa, sino de causar risa a los que la saben, como dezir que el voca-"
Covarrubias - Tesoro lengua transcription,source2,9,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_017.png,"blo Purus desciende de pus puris, y que por antiphrasi, q es otra gentil patraña suya, se dize purum,"
Covarrubias - Tesoro lengua transcription,source2,9,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_018.png,"quod caret pure, que no tiene podre, siendo manifiesto, que purus se dize del Griego piro, piros, que"
Covarrubias - Tesoro lengua transcription,source2,9,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_019.png,"es el fuego, cuerpo mas puro de quantos la taturaleza hizo; seria nunca acabar tratar esta materia."
Covarrubias - Tesoro lengua transcription,source2,9,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_020.png,Entendido han en la correccion destos errores los mayores hombres de nuestros tiempos: Nicolao
Covarrubias - Tesoro lengua transcription,source2,9,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_021.png,"Peroto en su Cornucopia abrio mucho el camino para esto, Julio Cesar, Scaligero en su libro de cau-"
Covarrubias - Tesoro lengua transcription,source2,9,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_022.png,"sis linguae Latina, y su hijo Josepho Scaligero, el Principe de los humanistas de nuestro tiempo, cor-"
Covarrubias - Tesoro lengua transcription,source2,9,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_023.png,rigio los engaños de Marco Varron en los Coniectaneos que hizo sobre su libro: y todos quantos
Covarrubias - Tesoro lengua transcription,source2,9,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_024.png,"han escrito libros Criticos en nuestros tiempos, han procurado adornarlos con verdaderas, y doctas"
Covarrubias - Tesoro lengua transcription,source2,9,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_025.png,"Etymologias: dexo a parte el libro que agora escrivio Ivan Fungero de Etymologyas, que este bien"
Covarrubias - Tesoro lengua transcription,source2,9,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_026.png,se que no contentara a v. m. pero con todo esso es de tan grande utilidad el conocimiento de las ety-
Covarrubias - Tesoro lengua transcription,source2,9,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_027.png,"mologias, que aun hasta las falsas se han de estimar, porque ocasionan a la Inquisicion, y investiga-"
Covarrubias - Tesoro lengua transcription,source2,9,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_028.png,"cion de las verdaderas, porque estas demas de que dan conocimiento de la verdadera grincacion"
Covarrubias - Tesoro lengua transcription,source2,9,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_029.png,"de los vocablos, desengañan de dos errores muy assentados en la ignorancia de los iergllages, pro-"
Covarrubias - Tesoro lengua transcription,source2,9,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_030.png,"bando evidentemente lo contrario dellos; y enseñando lo uno que no es possible, que en un mismo"
Covarrubias - Tesoro lengua transcription,source2,9,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_031.png,"lenguaje aya vocablo que signifique dos coiss igualmente y lo otro, que es impossible que aya dos"
Covarrubias - Tesoro lengua transcription,source2,9,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_032.png,"o mas vocablos que igualmente signifiquen una cosa. Lo primero es cosa evidente, porque en los vo-"
Covarrubias - Tesoro lengua transcription,source2,9,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_033.png,"cablos sucede lo mismo que en los instrumentos del servicio humano, en los que ies ay uso, que es el"
Covarrubias - Tesoro lengua transcription,source2,9,34,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_034.png,"fin para que se hizieron, y ay abuso; que es los fines a que los hombres por ienelirza los apocan;"
Covarrubias - Tesoro lengua transcription,source2,9,35,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_035.png,"como un cuchillo solo se hizo para cortar, pero clavandole en un madero, y colgando algo del, sir-"
Covarrubias - Tesoro lengua transcription,source2,9,36,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_036.png,"ve de clavo: no por uso propio, sino por abuso del que se sirve del, por la semejanza que tiene en la lar-"
Covarrubias - Tesoro lengua transcription,source2,9,37,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_037.png,"gueza, dureza, y agudeza. Ni mas, ni menos es en los vocablos aquella acepcion de la Etymologia"
Covarrubias - Tesoro lengua transcription,source2,9,38,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_038.png,"dellos es la verdadera, y assi a la Etymologia llamo Ciceron al pie de la letra en los Topicos verilo-"
Covarrubias - Tesoro lengua transcription,source2,9,39,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_039.png,"quium, el mejor vocablo que el en su vida traduxo al proposito; y no quisiera que se huviera arrepen-"
Covarrubias - Tesoro lengua transcription,source2,9,40,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_040.png,"tido; y parecidole mal, pues la acepcion del vocablo en su propia Etymologia es la verdadera signi-"
Covarrubias - Tesoro lengua transcription,source2,9,41,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_041.png,"ficacion del. Las demas no son propias, sino aplicadas por Tropos, y particularmente por las cinco"
Covarrubias - Tesoro lengua transcription,source2,9,42,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_042.png,"especies de la Metonymia, que son las que hazen todo este juego, del que llamamos abuso de los vo-"
Covarrubias - Tesoro lengua transcription,source2,9,43,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_043.png,"cablos, y la metafora que enriqueze todos los lenguages del mundo, y particularmente el nuestro,"
Covarrubias - Tesoro lengua transcription,source2,9,44,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_044.png,"cuya elegancia, y sutileza descubrira este libro de v. m. porque no puede conocerse la metafora, o"
Covarrubias - Tesoro lengua transcription,source2,9,45,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_045.png,"traslacion, sin que se sepa por la Etymologia la propia significacion del vocablo. El segundo error"
Covarrubias - Tesoro lengua transcription,source2,9,46,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_046.png,"es creer que ay dos, o mas vocablos, que sifnifiquen una cosa misma, y este esta mas assentado que el"
Covarrubias - Tesoro lengua transcription,source2,9,47,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_047.png,"passado, y calificado con titulo de elegancia, aviendo muchos libros de los que falsamente llaman"
Covarrubias - Tesoro lengua transcription,source2,9,48,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_048.png,"Synonymos, poniendo todos los vocablos que dizen significar una cosa misma, siendo cierto, que ni"
Covarrubias - Tesoro lengua transcription,source2,9,49,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_049.png,"estos son Synonymos, aunque signifiquen una cosa misma, ni la pueden significar propiamente, como"
Covarrubias - Tesoro lengua transcription,source2,9,50,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_050.png,"en los instrumentos que deziamos de los hombres, no puede aver dos diferentes, que hagan el mismo"
Covarrubias - Tesoro lengua transcription,source2,9,51,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_051.png,"oficio de la mesma manera: como el cuchillo; y las tixeras, se hizieron ambos para cortar, pero no"
Covarrubias - Tesoro lengua transcription,source2,9,52,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_052.png,"cortan de una misma manera, ni en todas las cosas el uso del uno se puede sacar del otro: y assi es en los vocablos, como dezimos en Latin conteauno, y despicio por despreciar, pero mirando la propia"
Covarrubias - Tesoro lengua transcription,source2,9,53,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_053.png,"significacion de cada uno por la Etymologia, vemos que son muy diferentes, y por el mismo caso"
Covarrubias - Tesoro lengua transcription,source2,9,54,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_054.png,"que los Autores Antiguos los juntan, aviamos de entender que son muy diferentes en la significa-"
Covarrubias - Tesoro lengua transcription,source2,9,55,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_055.png,"cion, pues a no serlo, fuera una intolerable Batologia. Estas son las grandes utilidades del conoci-"
Covarrubias - Tesoro lengua transcription,source2,9,56,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_056.png,"miento de las Etymologias, demas de ser a mi parecer el mayor gusto de los buenos ingenios, como"
Covarrubias - Tesoro lengua transcription,source2,9,57,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Covarrubias - Tesoro lengua transcription/9_line_057.png,"de conocer las cosas por sus causas, entender los vocablos por las suyas, con el qual estudio se adquie"
Guardiola - Tratado nobleza transcription,source3,12,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_001.png,POR quanto por parte de
Guardiola - Tratado nobleza transcription,source3,12,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_002.png,vos fray Ivan Benito Guar
Guardiola - Tratado nobleza transcription,source3,12,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_003.png,diola monje professo de
Guardiola - Tratado nobleza transcription,source3,12,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_004.png,"la orden de S. Benito, nos"
Guardiola - Tratado nobleza transcription,source3,12,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_005.png,fue fecha relacion q vos
Guardiola - Tratado nobleza transcription,source3,12,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_006.png,aviais compuesto un libro
Guardiola - Tratado nobleza transcription,source3,12,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_007.png,intitulado Tratado de
Guardiola - Tratado nobleza transcription,source3,12,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_008.png,nobleza y de los titulos y dictados que oy
Guardiola - Tratado nobleza transcription,source3,12,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_009.png,dia tienen los varones claros y grandes de
Guardiola - Tratado nobleza transcription,source3,12,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_010.png,"España, el qual era muy util y provechoso,"
Guardiola - Tratado nobleza transcription,source3,12,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_011.png,"y para lo hazer aviais trabajado mucho, a-"
Guardiola - Tratado nobleza transcription,source3,12,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_012.png,tento lo qual nos suplicastes lo mandassemos
Guardiola - Tratado nobleza transcription,source3,12,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_013.png,ver y daros licencia y privilegio para le im
Guardiola - Tratado nobleza transcription,source3,12,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_014.png,"primir por el tiempo q fuessemos servido, o"
Guardiola - Tratado nobleza transcription,source3,12,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_015.png,como la nuestra merced fuesse: lo qual vis-
Guardiola - Tratado nobleza transcription,source3,12,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_016.png,"to por los del nro consejo, y como por su"
Guardiola - Tratado nobleza transcription,source3,12,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_017.png,mandado se hizieron las diligencias de la
Guardiola - Tratado nobleza transcription,source3,12,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_018.png,pragmatica por nos hecha sobre la impres
Guardiola - Tratado nobleza transcription,source3,12,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_019.png,"sion de los libros dispone, fue acordado que"
Guardiola - Tratado nobleza transcription,source3,12,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_020.png,deviamos de mandar dar esta nuestra cedula
Guardiola - Tratado nobleza transcription,source3,12,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_021.png,"para vos en la dicha razon, y nos tuvimoslo"
Guardiola - Tratado nobleza transcription,source3,12,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_022.png,por bien: y por la presente por os hazer bien
Guardiola - Tratado nobleza transcription,source3,12,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_023.png,y merced vos damos licencia y facultad pa
Guardiola - Tratado nobleza transcription,source3,12,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_024.png,ra q por tiempo de diez años primeros si-
Guardiola - Tratado nobleza transcription,source3,12,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/12_line_025.png,guientes que corren y se cuentan desde el
Guardiola - Tratado nobleza transcription,source3,13,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_001.png,dia de la fecha desta nuestra cedula podais
